25 25
8 0 3.4
8 1 3.4
8 2 3.7149
8 3 3.87294
8 4 3.85569
8 5 3.76902
8 6 3.38196
8 7 3.79098
8 8 3.27216
8 9 3.31569
8 10 3.60471
8 11 3.68941
8 12 3.48235
8 13 3.20863
8 14 3.03529
8 15 3.26627
8 16 3.93569
8 17 3.77725
8 18 3.88157
8 19 4.26471
8 20 3.82902
8 21 4.07922
8 22 3.60902
8 23 2.3149
8 24 5.23961
9 0 4.1
9 1 4.1
9 2 2.94078
9 3 4.82157
9 4 5.56549
9 5 3.88392
9 6 4.43333
9 7 5.32196
9 8 3.43333
9 9 4.48157
9 10 4.63686
9 11 3.96431
9 12 4.0251
9 13 3.88314
9 14 3.66667
9 15 3.8651
9 16 4.69412
9 17 4.63843
9 18 4.36706
9 19 4.62431
9 20 4.02118
9 21 3.80235
9 22 3.74
9 23 1.36353
9 24 3.92627
10 0 4.47765
10 1 4.47765
10 2 3.40078
10 3 4.66118
10 4 3.7898
10 5 4.38118
10 6 4.74431
10 7 4.30392
10 8 3.33529
10 9 4.80078
10 10 4.20941
10 11 3.71686
10 12 4.11843
10 13 4.74392
10 14 4.99294
10 15 4.39569
10 16 4.40039
10 17 3.86824
10 18 5.15176
10 19 4.86235
10 20 4.02275
10 21 4.35451
10 22 3.09255
10 23 2.86431
10 24 3.48157
11 0 5.30784
11 1 5.30784
11 2 5.83451
11 3 4.69294
11 4 4.76196
11 5 4.71922
11 6 4.30314
11 7 5.15059
11 8 5.30745
11 9 4.49647
11 10 4.30157
11 11 4.91176
11 12 4.03412
11 13 3.10353
11 14 2.9851
11 15 5.14275
11 16 4.8298
11 17 4.90431
11 18 4.36
11 19 3.5949
11 20 3.51137
11 21 3.94157
11 22 3.28588
11 23 4.64627
11 24 6.56
12 0 5.72196
12 1 5.72196
12 2 5.29373
12 3 4.57373
12 4 4.99608
12 5 4.25176
12 6 3.72745
12 7 4.03843
12 8 3.96431
12 9 4.81686
12 10 5.29255
12 11 4.90196
12 12 4.55294
12 13 3.7251
12 14 5.55686
12 15 6.11725
12 16 5.57333
12 17 5.62941
12 18 4.54
12 19 4.01686
12 20 4.58863
12 21 4.45843
12 22 0.989804
12 23 2.36588
12 24 3.22118
13 0 2.84118
13 1 2.84118
13 2 3.99216
13 3 3.49059
13 4 4.02235
13 5 4.1298
13 6 3.39961
13 7 3.31804
13 8 3.43686
13 9 3.44196
13 10 3.84784
13 11 3.90196
13 12 3.93059
13 13 3.56078
13 14 3.4651
13 15 3.21725
13 16 3.43686
13 17 3.02667
13 18 2.91137
13 19 3.09647
13 20 3.04824
13 21 2.82627
13 22 3.99373
13 23 6.03098
13 24 4.38706
14 0 4.0651
14 1 4.0651
14 2 5.46471
14 3 5.78039
14 4 5.31765
14 5 6.14627
14 6 5.83373
14 7 5.18196
14 8 5.08353
14 9 5.54784
14 10 5.25843
14 11 4.81216
14 12 5.55451
14 13 5.29451
14 14 5.6251
14 15 5.35373
14 16 4.25922
14 17 4.67647
14 18 4.67216
14 19 5.00588
14 20 4.84039
14 21 2.91451
14 22 4.48706
14 23 5.26353
14 24 4.65569
15 0 3.7698
15 1 3.7698
15 2 4.50196
15 3 4.45961
15 4 4.33176
15 5 4.84588
15 6 3.46235
15 7 4.33451
15 8 3.83647
15 9 4.3851
15 10 3.57608
15 11 4.30392
15 12 3.78902
15 13 3.76275
15 14 4.81647
15 15 3.67098
15 16 3.67255
15 17 3.8749
15 18 4.17216
15 19 4.00667
15 20 2.98314
15 21 1.47098
15 22 3.9
15 23 3.67059
15 24 3.11608
16 0 2.3898
16 1 2.3898
16 2 3.16392
16 3 1.92157
16 4 5.0149
16 5 4.1349
16 6 3.98
16 7 3.55686
16 8 4.5949
16 9 4.13843
16 10 3.80588
16 11 3.6651
16 12 3.24353
16 13 5.53216
16 14 4.95098
16 15 3.16627
16 16 4.55529
16 17 4.11647
16 18 3.19412
16 19 3.77098
16 20 4.74235
16 21 4.65529
16 22 4.8898
16 23 4.53451
16 24 4.07255
17 0 5.8498
17 1 5.8498
17 2 5.94784
17 3 5.09843
17 4 5.96039
17 5 5.65686
17 6 5.66706
17 7 5.47961
17 8 4.69922
17 9 4.84314
17 10 5.00196
17 11 4.24078
17 12 4.20627
17 13 5.24
17 14 5.65961
17 15 5.31882
17 16 5.02745
17 17 4.91608
17 18 4.47216
17 19 4.67804
17 20 4.14392
17 21 3.9
17 22 4.0051
17 23 2.6549
17 24 3.48745
18 0 2.78745
18 1 2.78745
18 2 2.72118
18 3 3.16588
18 4 3.41137
18 5 2.50275
18 6 2.66235
18 7 3.02863
18 8 2.80157
18 9 3.62902
18 10 4.42392
18 11 3.25608
18 12 2.83569
18 13 2.27333
18 14 3.13608
18 15 2.80235
18 16 3.08745
18 17 2.99725
18 18 2.53608
18 19 2.60902
18 20 1.46824
18 21 4.83608
18 22 5.05686
18 23 5.12627
18 24 4.81333
19 0 5.69725
19 1 5.69725
19 2 4.68627
19 3 5.26745
19 4 3.62784
19 5 5.45098
19 6 5.79373
19 7 4.94431
19 8 4.06039
19 9 5.14941
19 10 5.32902
19 11 5.24588
19 12 4.82235
19 13 5.56235
19 14 3.46863
19 15 4.90588
19 16 4.84471
19 17 4.46314
19 18 5.19176
19 19 4.96706
19 20 2.87608
19 21 3.67647
19 22 4.08627
19 23 4.42549
19 24 3.40118
20 0 4.21451
20 1 4.21451
20 2 4.35804
20 3 3.78824
20 4 3.80471
20 5 5.35922
20 6 5.37725
20 7 5.29529
20 8 5.00471
20 9 4.86392
20 10 4.42039
20 11 4.30588
20 12 5.04863
20 13 4.24196
20 14 4.30588
20 15 5.40196
20 16 5.16902
20 17 4.94667
20 18 4.90941
20 19 3.33059
20 20 4.31412
20 21 4.96471
20 22 3.17412
20 23 4.22235
20 24 5.01412
21 0 4.2651
21 1 4.2651
21 2 4.77098
21 3 4.10627
21 4 4.97412
21 5 3.56824
21 6 3.19176
21 7 3.32863
21 8 2.81569
21 9 4.25451
21 10 3.87725
21 11 3.4902
21 12 4.11882
21 13 3.62941
21 14 4.06431
21 15 3.56667
21 16 3.56039
21 17 3.85686
21 18 3.50235
21 19 1.65373
21 20 5.14667
21 21 5.31294
21 22 5.21647
21 23 5.26667
21 24 5.89569
22 0 4.69412
22 1 4.69412
22 2 4.57922
22 3 4.30549
22 4 4.70902
22 5 3.76667
22 6 4.36235
22 7 5.1749
22 8 5.5702
22 9 4.73373
22 10 4.87725
22 11 5.49176
22 12 5.42275
22 13 5.30902
22 14 5.9251
22 15 6.03451
22 16 4.94824
22 17 5.51647
22 18 5.41373
22 19 3.08549
22 20 3.40824
22 21 3.5098
22 22 4.54588
22 23 3.66196
22 24 4.14314
23 0 3.75412
23 1 3.75412
23 2 3.87725
23 3 3.60902
23 4 3.84549
23 5 3.35373
23 6 4.29412
23 7 4.04549
23 8 3.78588
23 9 3.70941
23 10 3.28706
23 11 3.51686
23 12 3.74863
23 13 4.10431
23 14 2.86196
23 15 2.77333
23 16 3.11569
23 17 4.52431
23 18 3.11961
23 19 5.49765
23 20 5.82745
23 21 3.94353
23 22 5.63176
23 23 5.12706
23 24 5.42549
24 0 4.12902
24 1 4.12902
24 2 3.81373
24 3 3.96353
24 4 3.6502
24 5 4.39725
24 6 5.62863
24 7 4.01255
24 8 3.51216
24 9 5.84627
24 10 4.82235
24 11 3.83333
24 12 4.60784
24 13 5.08196
24 14 3.6898
24 15 4.0902
24 16 4.26039
24 17 4.25686
24 18 1.68118
24 19 4.62784
24 20 4.29961
24 21 3.53804
24 22 4.39961
24 23 4.14941
24 24 3.97294
