25 25
6 14 3.39843
6 15 3.59137
6 16 3.38078
6 17 3.2102
6 18 3.23686
6 19 3.04902
6 20 2.86431
6 21 3.30471
6 22 3.4702
6 23 3.21294
6 24 1.24745
7 0 3.4902
7 1 3.4902
7 2 3.83412
7 3 4.17725
7 4 3.73216
7 5 4.62314
7 6 4.00235
7 7 3.54863
7 8 4.08314
7 9 3.79882
7 10 4.12314
7 11 3.80627
7 12 3.86588
7 13 4.09529
7 14 4.63412
7 15 3.04863
7 16 3.78627
7 17 4.65765
7 18 4.53294
7 19 3.08039
7 20 3.33843
7 21 4.53882
7 22 4.48863
7 23 3.52549
7 24 2.49412
8 0 4.43333
8 1 4.43333
8 2 3.96039
8 3 3.92157
8 4 3.92471
8 5 4.41294
8 6 4.46902
8 7 4.1949
8 8 3.97843
8 9 4.03137
8 10 4.7451
8 11 4.20627
8 12 4.31882
8 13 3.4298
8 14 3.66902
8 15 4.06706
8 16 4.27451
8 17 3.95725
8 18 4.45725
8 19 4.34667
8 20 3.40039
8 21 4.37608
8 22 4.98471
8 23 3.1749
8 24 3.49765
9 0 2.50235
9 1 2.50235
9 2 2.85647
9 3 3.42392
9 4 2.54706
9 5 3.26118
9 6 3.5098
9 7 2.99569
9 8 3.06275
9 9 2.81725
9 10 3.15059
9 11 2.68
9 12 3.19137
9 13 3.1149
9 14 3.32667
9 15 3.63529
9 16 2.99176
9 17 3.25725
9 18 3.53098
9 19 3.12431
9 20 2.8949
9 21 2.51961
9 22 3.83333
9 23 1.23294
9 24 3.65098
10 0 3.22902
10 1 3.22902
10 2 3.48588
10 3 4.21333
10 4 3.76314
10 5 4.02941
10 6 3.98588
10 7 4.82941
10 8 3.78235
10 9 3.46706
10 10 3.56471
10 11 2.88745
10 12 5.04118
10 13 4.97725
10 14 3.77961
10 15 3.04392
10 16 4.4702
10 17 4.64588
10 18 4.84078
10 19 3.14314
10 20 3.22431
10 21 4.43922
10 22 3.70667
10 23 2.55255
10 24 2.98118
11 0 3.75608
11 1 3.75608
11 2 4.26196
11 3 3.90902
11 4 4.0851
11 5 4.82471
11 6 3.35843
11 7 4.28039
11 8 4.18667
11 9 4.76745
11 10 4.5349
11 11 4.52353
11 12 4.50431
11 13 4.40196
11 14 3.44353
11 15 3.28275
11 16 3.66157
11 17 3.56
11 18 3.97843
11 19 3.77843
11 20 4.74667
11 21 3.47765
11 22 2.8251
11 23 3.70078
11 24 4.29098
12 0 3.50627
12 1 3.50627
12 2 3.47059
12 3 2.90549
12 4 3.48706
12 5 3.17608
12 6 2.69843
12 7 2.94118
12 8 2.94745
12 9 3.2349
12 10 3.32275
12 11 2.66549
12 12 2.34275
12 13 3.02118
12 14 2.3949
12 15 2.93412
12 16 2.93725
12 17 3.28196
12 18 2.95882
12 19 2.5851
12 20 2.87216
12 21 3.59882
12 22 1.23098
12 23 3.63059
12 24 3.97647
13 0 4.00235
13 1 4.00235
13 2 3.77529
13 3 4.13882
13 4 3.36824
13 5 3.8102
13 6 3.92078
13 7 4.48627
13 8 4.36549
13 9 3.32588
13 10 4.29333
13 11 5.20471
13 12 3.94353
13 13 3.75647
13 14 4.46863
13 15 4.17922
13 16 3.76353
13 17 4.27333
13 18 4.35647
13 19 3.98588
13 20 3.70824
13 21 3.73569
13 22 2.41294
13 23 3.27098
13 24 2.94706
14 0 4.67569
14 1 4.67569
14 2 3.96314
14 3 4.45529
14 4 3.85765
14 5 3.61765
14 6 3.51608
14 7 4.25333
14 8 4.24078
14 9 4.44157
14 10 4.27373
14 11 4.62314
14 12 3.93255
14 13 3.85412
14 14 4.66078
14 15 4.03294
14 16 3.86941
14 17 4.27412
14 18 4.07882
14 19 3.52471
14 20 4.38353
14 21 3.79608
14 22 4.13098
14 23 2.94
14 24 3.66863
15 0 2.68706
15 1 2.68706
15 2 3.03725
15 3 2.71804
15 4 2.66431
15 5 3.12706
15 6 3.38039
15 7 3.08196
15 8 3.73765
15 9 2.63098
15 10 2.96078
15 11 3.51725
15 12 2.89725
15 13 3.80078
15 14 3.44039
15 15 3.05804
15 16 4.01451
15 17 3.85373
15 18 2.89843
15 19 2.56353
15 20 2.59725
15 21 1.3698
15 22 4.59961
15 23 3.80431
15 24 4.28196
16 0 4.42941
16 1 4.42941
16 2 4.09176
16 3 3.15098
16 4 4.12706
16 5 4.48588
16 6 4.57804
16 7 4.09686
16 8 3.86549
16 9 4.38275
16 10 3.82039
16 11 3.58314
16 12 3.54431
16 13 3.99843
16 14 3.80196
16 15 3.86784
16 16 4.34902
16 17 4.87647
16 18 4.67765
16 19 5.04902
16 20 3.96235
16 21 3.43804
16 22 2.75765
16 23 2.93412
16 24 3.55961
17 0 3.76
17 1 3.76
17 2 3.83843
17 3 3.86706
17 4 3.77176
17 5 4.21725
17 6 3.93255
17 7 3.77529
17 8 4.23922
17 9 3.7051
17 10 3.97922
17 11 4.92627
17 12 4.67529
17 13 4.1149
17 14 3.59529
17 15 3.84392
17 16 4.15294
17 17 4.73765
17 18 4.21647
17 19 4.00235
17 20 3.74275
17 21 3.60392
17 22 4.68275
17 23 4.8698
17 24 3.11137
18 0 3.13137
18 1 3.13137
18 2 2.82627
18 3 3.60667
18 4 2.52784
18 5 2.64863
18 6 3.47216
18 7 2.74235
18 8 2.95412
18 9 2.87451
18 10 3.34745
18 11 3.68275
18 12 3.44078
18 13 3.31882
18 14 2.74745
18 15 2.96275
18 16 2.97686
18 17 4.21059
18 18 3.75804
18 19 2.70863
18 20 1.34627
18 21 4.79725
18 22 4.28353
18 23 4.44078
18 24 4.15176
19 0 3.01686
19 1 3.01686
19 2 4.1898
19 3 4.81098
19 4 3.58039
19 5 3.27961
19 6 3.65451
19 7 4.18941
19 8 3.94706
19 9 3.66196
19 10 3.47412
19 11 4.50667
19 12 3.79098
19 13 3.0949
19 14 4.13451
19 15 3.4549
19 16 2.76
19 17 4.95059
19 18 4.62667
19 19 5.00902
19 20 2.97216
19 21 2.80039
19 22 2.70824
19 23 2.68863
19 24 3.16235
20 0 4.52863
20 1 4.52863
20 2 3.83098
20 3 3.8251
20 4 3.44745
20 5 3.93686
20 6 4.88235
20 7 4.25176
20 8 3.41569
20 9 4.20667
20 10 3.99569
20 11 3.43137
20 12 4.50667
20 13 4.55294
20 14 3.63843
20 15 4.59882
20 16 4.31294
20 17 3.64941
20 18 3.54824
20 19 4.05333
20 20 3.20118
20 21 4.55608
20 22 3.32627
20 23 4.13098
20 24 3.77176
21 0 3.53843
21 1 3.53843
21 2 2.84235
21 3 2.86078
21 4 3.14824
21 5 3.3549
21 6 3.13569
21 7 3.05373
21 8 3.34627
21 9 2.56353
21 10 3.08
21 11 3.39333
21 12 3.62314
21 13 3.12157
21 14 3.5502
21 15 2.73804
21 16 3.62588
21 17 2.8051
21 18 2.51255
21 19 1.19529
21 20 4.06941
21 21 3.57765
21 22 4.09686
21 23 4.14314
21 24 3.99333
22 0 3.53961
22 1 3.53961
22 2 4.89804
22 3 4.16902
22 4 3.67804
22 5 4.04549
22 6 3.72196
22 7 3.09529
22 8 4.33333
22 9 3.95412
22 10 4.8102
22 11 4.70078
22 12 4.48314
22 13 3.87176
22 14 2.60353
22 15 4.65451
22 16 3.01373
22 17 3.12196
22 18 3.45529
22 19 2.98392
22 20 3.54431
22 21 3.80745
22 22 2.79961
22 23 3.27216
22 24 3.33647
23 0 4.61765
23 1 4.61765
23 2 4.53843
23 3 3.78824
23 4 4.16314
23 5 3.98275
23 6 3.54039
23 7 4.13529
23 8 4.34039
23 9 3.78353
23 10 4.53882
23 11 4.09647
23 12 3.47059
23 13 4.36039
23 14 4.76784
23 15 3.33333
23 16 3.73216
23 17 4.30902
23 18 3.98392
23 19 3.8651
23 20 3.42824
23 21 4.00196
23 22 3.47451
23 23 4.18392
23 24 3.55882
24 0 2.94196
24 1 2.94196
24 2 2.42196
24 3 3.32314
24 4 3.72431
24 5 2.67373
24 6 2.98745
24 7 2.74941
24 8 3.10275
24 9 3.09882
24 10 2.98235
24 11 3.10039
24 12 3.29961
24 13 3.90745
24 14 2.99373
24 15 3.02275
24 16 2.69961
24 17 2.92353
24 18 1.27294
24 19 4.06275
24 20 4.09922
24 21 4.64941
24 22 3.99059
24 23 3.4451
24 24 4.06196
