25 25
10 4 6.8898
10 5 5.67373
10 6 6.30706
10 7 6.21882
10 8 3.63647
10 9 6.08039
10 10 4.4851
10 11 5.09765
10 12 6.4502
10 13 5.27882
10 14 4.94196
10 15 5.74157
10 16 6.0902
10 17 6.10039
10 18 5.33176
10 19 6.07725
10 20 5.98667
10 21 4.69412
10 22 5.59098
10 23 2.73843
10 24 4.41373
11 0 5.99216
11 1 5.99216
11 2 7.18275
11 3 6.31843
11 4 5.35373
11 5 5.62157
11 6 6.13765
11 7 5.40353
11 8 5.1749
11 9 4.06784
11 10 6.77882
11 11 6.24353
11 12 5.54824
11 13 5.42627
11 14 5.36314
11 15 5.56745
11 16 6.41882
11 17 7.14941
11 18 6.91961
11 19 5.98118
11 20 6.98314
11 21 6.83961
11 22 4.95333
11 23 4.96078
11 24 6.47294
12 0 3.21059
12 1 3.21059
12 2 3.70627
12 3 4.21843
12 4 5.23255
12 5 4.31373
12 6 3.64118
12 7 5.79882
12 8 3.81843
12 9 4.84235
12 10 5.27255
12 11 5.64353
12 12 3.72902
12 13 4.77098
12 14 5.45137
12 15 5.55412
12 16 5.82745
12 17 5.74588
12 18 4.87451
12 19 5.64157
12 20 6.06706
12 21 5.71882
12 22 1.65843
12 23 4.90118
12 24 6.47922
13 0 5.88471
13 1 5.88471
13 2 5.60392
13 3 5.93451
13 4 5.16118
13 5 6.43333
13 6 5.64667
13 7 6.52863
13 8 5.33098
13 9 6.27529
13 10 6.06863
13 11 5.42588
13 12 4.10863
13 13 6.21294
13 14 5.92
13 15 6.03216
13 16 6.35922
13 17 6.36784
13 18 7.09647
13 19 6.98078
13 20 6.2702
13 21 6.06863
13 22 3.06471
13 23 5.47373
13 24 5.12235
14 0 6.31294
14 1 6.31294
14 2 5.47255
14 3 6.41255
14 4 6.33333
14 5 5.64235
14 6 5.25647
14 7 5.8451
14 8 6.47529
14 9 6.33412
14 10 6.15059
14 11 5.80784
14 12 4.34353
14 13 4.96157
14 14 5.3098
14 15 5.20431
14 16 5.0349
14 17 5.48235
14 18 6.29373
14 19 6.5102
14 20 6.34118
14 21 5.16
14 22 5.44549
14 23 6.63333
14 24 5.59922
15 0 4.40431
15 1 4.40431
15 2 4.75686
15 3 5.63765
15 4 5.12275
15 5 3.40039
15 6 4.88706
15 7 5.53647
15 8 5.51137
15 9 5.24706
15 10 4.7098
15 11 3.22353
15 12 4.63804
15 13 4.66039
15 14 4.48118
15 15 4.31647
15 16 4.67412
15 17 4.51843
15 18 4.42706
15 19 5.50745
15 20 5.36353
15 21 1.70078
15 22 4.36157
15 23 4.79961
15 24 6.2749
16 0 6.88667
16 1 6.88667
16 2 4.79569
16 3 4.91137
16 4 6.03412
16 5 6.88784
16 6 4.36
16 7 5.38549
16 8 5.24549
16 9 5.6651
16 10 4.24863
16 11 4.53333
16 12 5.08824
16 13 6.16549
16 14 5.97686
16 15 4.71255
16 16 5.94627
16 17 5.93686
16 18 5.76588
16 19 4.87725
16 20 5.65137
16 21 4.18314
16 22 5.65765
16 23 3.62627
16 24 4.24667
17 0 4.98353
17 1 4.98353
17 2 5.35059
17 3 6.83412
17 4 6.43137
17 5 6.04824
17 6 5.26039
17 7 6.44588
17 8 6.29922
17 9 5.40157
17 10 4.86745
17 11 5.99255
17 12 6.24235
17 13 5.54706
17 14 5.87059
17 15 5.47569
17 16 5.83922
17 17 6.05882
17 18 5.79137
17 19 5.59373
17 20 3.29765
17 21 5.91412
17 22 5.92392
17 23 4.80863
17 24 6.01569
18 0 4.91059
18 1 4.91059
18 2 3.75216
18 3 5.10471
18 4 4.49961
18 5 4.05608
18 6 4.60667
18 7 5.21451
18 8 3.54902
18 9 4.53529
18 10 3.69686
18 11 5.85373
18 12 5.56
18 13 4.13882
18 14 3.76275
18 15 3.63882
18 16 3.61647
18 17 3.85843
18 18 3.01216
18 19 3.77843
18 20 1.73569
18 21 5.56667
18 22 5.18588
18 23 5.8149
18 24 5.76039
19 0 6.4251
19 1 6.4251
19 2 6.92706
19 3 4.19137
19 4 6.64235
19 5 6.49725
19 6 4.17098
19 7 4.63922
19 8 6.18392
19 9 4.70706
19 10 4.57961
19 11 4.41216
19 12 6.72235
19 13 5.38549
19 14 6.48588
19 15 4.85529
19 16 6.21216
19 17 6.45686
19 18 4.58706
19 19 5.66
19 20 4.12471
19 21 3.79804
19 22 4.7898
19 23 5.04157
19 24 4.51922
20 0 6.63961
20 1 6.63961
20 2 6.40275
20 3 6.07137
20 4 6.34902
20 5 6.05843
20 6 5.05686
20 7 4.7651
20 8 5.92824
20 9 5.98627
20 10 6.69725
20 11 5.87412
20 12 4.76706
20 13 6.1451
20 14 6.43647
20 15 5.47373
20 16 4.82588
20 17 4.79176
20 18 5.78588
20 19 5.00118
20 20 5.30667
20 21 3.91569
20 22 5.2451
20 23 5.06078
20 24 4.06353
21 0 4.16392
21 1 4.16392
21 2 3.91098
21 3 4.15294
21 4 4.09647
21 5 4.42471
21 6 5.52471
21 7 4.37725
21 8 4.45569
21 9 5.1698
21 10 5.42784
21 11 4.97255
21 12 5.01804
21 13 4.40039
21 14 3.54
21 15 4.48118
21 16 4.7702
21 17 5.23804
21 18 5.1749
21 19 1.65569
21 20 4.71882
21 21 6.48941
21 22 6.41647
21 23 5.5651
21 24 4.34824
22 0 5.67098
22 1 5.67098
22 2 5.8498
22 3 6.22824
22 4 5.11804
22 5 7.15569
22 6 6.93647
22 7 7.21922
22 8 6.10431
22 9 5.77059
22 10 5.39098
22 11 4.10784
22 12 4.32392
22 13 6.03294
22 14 6.64
22 15 6.48196
22 16 6.20118
22 17 6.31412
22 18 6.44392
22 19 3.87922
22 20 3.59137
22 21 4.53098
22 22 4.51961
22 23 5.06706
22 24 4.80078
23 0 5.95294
23 1 5.95294
23 2 5.88235
23 3 5.9051
23 4 5.74118
23 5 7.06157
23 6 6.69255
23 7 6.71294
23 8 6.10745
23 9 5.28863
23 10 6.00392
23 11 5.52196
23 12 5.03098
23 13 6.55922
23 14 6.7
23 15 6.29255
23 16 6.21961
23 17 5.55059
23 18 4.26275
23 19 6.54902
23 20 6.43373
23 21 4.4251
23 22 5.78824
23 23 5.38588
23 24 4.67294
24 0 4.00196
24 1 4.00196
24 2 4.79333
24 3 4.22275
24 4 5.07412
24 5 5.60706
24 6 5.41647
24 7 3.70784
24 8 4.63216
24 9 5.06
24 10 4.86667
24 11 4.6098
24 12 4.4651
24 13 4.23843
24 14 5.19529
24 15 4.62784
24 16 4.18784
24 17 5.53451
24 18 2.08078
24 19 6.36784
24 20 5.88314
24 21 5.06039
24 22 6.27412
24 23 6.07137
24 24 5.23451
