25 25
14 9 6.9851
14 10 6.99647
14 11 6.97725
14 12 6.80078
14 13 6.25922
14 14 5.41882
14 15 5.72588
14 16 6.83255
14 17 6.80824
14 18 6.60667
14 19 6.18667
14 20 5.74118
14 21 5.20078
14 22 6.27725
14 23 6.38353
14 24 5.81569
15 0 4.51412
15 1 4.51412
15 2 4.78
15 3 4.61373
15 4 4.05725
15 5 4.88824
15 6 5.15176
15 7 4.99137
15 8 4.84196
15 9 4.67725
15 10 4.34431
15 11 3.96353
15 12 3.64824
15 13 3.99373
15 14 4.71804
15 15 4.77804
15 16 4.68196
15 17 4.1098
15 18 3.76588
15 19 4.19765
15 20 4.54588
15 21 1.73451
15 22 5.87922
15 23 5.74863
15 24 6.02314
16 0 6.51961
16 1 6.51961
16 2 5.98353
16 3 5.74196
16 4 6.60275
16 5 6.75098
16 6 5.83137
16 7 5.36235
16 8 5.3549
16 9 5.23294
16 10 5.34627
16 11 5.3549
16 12 5.77333
16 13 6.16
16 14 6.25765
16 15 5.8
16 16 5.02941
16 17 5.22157
16 18 5.3902
16 19 5.18235
16 20 5.62392
16 21 3.70902
16 22 4.85255
16 23 4.9149
16 24 4.60039
17 0 5.68667
17 1 5.68667
17 2 6.3102
17 3 6.63922
17 4 6.20078
17 5 5.63961
17 6 5.54157
17 7 6.1302
17 8 6.48275
17 9 6.38941
17 10 6.04784
17 11 6.51412
17 12 6.68588
17 13 6.29608
17 14 5.4902
17 15 5.57333
17 16 6.0749
17 17 6.1098
17 18 6.23529
17 19 6.42039
17 20 5.42039
17 21 6.14392
17 22 5.92902
17 23 5.79686
17 24 5.3898
18 0 4.7651
18 1 4.7651
18 2 4.42863
18 3 4.05922
18 4 4.21569
18 5 5.06549
18 6 5.04235
18 7 4.30745
18 8 3.46275
18 9 4.46
18 10 4.93098
18 11 4.50118
18 12 3.95137
18 13 4.36902
18 14 4.72627
18 15 4.83176
18 16 4.92627
18 17 4.74863
18 18 4.60196
18 19 4.52667
18 20 1.72275
18 21 6.02392
18 22 6.28667
18 23 6.31804
18 24 6.53843
19 0 5.73725
19 1 5.73725
19 2 5.76471
19 3 6.44941
19 4 6.48431
19 5 5.89333
19 6 5.6051
19 7 5.52627
19 8 5.26471
19 9 5.95333
19 10 5.90235
19 11 6.14078
19 12 6.71176
19 13 6.41412
19 14 6.15569
19 15 5.93333
19 16 6.07412
19 17 5.77686
19 18 5.54588
19 19 5.59647
19 20 4.16314
19 21 4.82706
19 22 4.97451
19 23 4.88824
19 24 4.49294
20 0 5.68667
20 1 5.68667
20 2 5.9098
20 3 6.01569
20 4 5.7251
20 5 5.50157
20 6 5.85529
20 7 6.27098
20 8 6.93333
20 9 6.68784
20 10 6.42863
20 11 6.3149
20 12 6.12157
20 13 5.99176
20 14 6.26314
20 15 6.34588
20 16 5.90588
20 17 5.62745
20 18 6.19608
20 19 5.82784
20 20 5.9298
20 21 6.16824
20 22 5.96118
20 23 5.85098
20 24 5.32745
21 0 4.95725
21 1 4.95725
21 2 4.57412
21 3 3.8702
21 4 3.65137
21 5 4.62667
21 6 5.19569
21 7 5
21 8 4.66275
21 9 4.5498
21 10 4.19176
21 11 3.86471
21 12 4.43922
21 13 4.35922
21 14 3.8749
21 15 3.59294
21 16 4.40431
21 17 5.04627
21 18 4.44392
21 19 1.64863
21 20 5.55765
21 21 5.40431
21 22 5.31412
21 23 5.43529
21 24 6.14353
22 0 6.08196
22 1 6.08196
22 2 5.3
22 3 5.48706
22 4 6.7902
22 5 6.67294
22 6 6.02353
22 7 6.56353
22 8 6.15255
22 9 5.42902
22 10 5.15451
22 11 5.69922
22 12 5.73412
22 13 5.89843
22 14 6.44627
22 15 6.68039
22 16 6.38706
22 17 5.68745
22 18 5.64824
22 19 2.69569
22 20 3.54863
22 21 3.72196
22 22 4.37333
22 23 4.79725
22 24 4.58314
23 0 5.24745
23 1 5.24745
23 2 5.83961
23 3 6.63176
23 4 6.14
23 5 5.67882
23 6 6.44667
23 7 6.29725
23 8 5.53725
23 9 6.25098
23 10 6.68275
23 11 6.68118
23 12 6.35137
23 13 5.96784
23 14 5.75608
23 15 5.46314
23 16 5.35686
23 17 5.34588
23 18 4.45961
23 19 6.36745
23 20 6.40667
23 21 6.36745
23 22 6.19176
23 23 5.76902
23 24 5.40157
24 0 4.64471
24 1 4.64471
24 2 4.32706
24 3 4.33882
24 4 4.7498
24 5 4.46196
24 6 4.09451
24 7 4.62471
24 8 4.72588
24 9 4.43922
24 10 3.94745
24 11 3.79255
24 12 4.3298
24 13 4.37686
24 14 4.28078
24 15 3.83686
24 16 4.20157
24 17 4.54157
24 18 1.70667
24 19 5.76118
24 20 5.71059
24 21 5.65529
24 22 5.58471
24 23 5.77294
24 24 5.99255
